Mode of entry,Month/Year,Visitor Origin,Country,Number of Visitors (Rounded to nearest hundred)
Road,02/01/2007 12:00:00 AM,East South Central,United States,0
Road,02/01/2007 12:00:00 AM,West South Central,United States,0
Road,02/01/2007 12:00:00 AM,Mountain,United States,0
Road,02/01/2007 12:00:00 AM,Pacific,United States,0
Road,02/01/2007 12:00:00 AM,Overseas,Overseas,0
Air,03/01/2007 12:00:00 AM,Atlantic Canada,Canada,8000
Air,03/01/2007 12:00:00 AM,Quebec,Canada,3800
Air,03/01/2007 12:00:00 AM,Ontario,Canada,16200
Air,03/01/2007 12:00:00 AM,Western Canada,Canada,4500
Air,03/01/2007 12:00:00 AM,New England (inc Maine),United States,900
Air,03/01/2007 12:00:00 AM,Middle Atlantic,United States,600
Air,03/01/2007 12:00:00 AM,East North Central,United States,500
Air,03/01/2007 12:00:00 AM,West North Central,United States,200
Air,03/01/2007 12:00:00 AM,South Atlantic,United States,900
Air,03/01/2007 12:00:00 AM,East South Central,United States,0
Air,03/01/2007 12:00:00 AM,West South Central,United States,300
Air,03/01/2007 12:00:00 AM,Mountain,United States,200
Air,03/01/2007 12:00:00 AM,Pacific,United States,300
Air,03/01/2007 12:00:00 AM,United Kingdom,Overseas,800
Air,03/01/2007 12:00:00 AM,Germany,Overseas,300
Air,03/01/2007 12:00:00 AM,Other Europe,Overseas,600
Air,03/01/2007 12:00:00 AM,Other Overseas,Overseas,1000
Road,03/01/2007 12:00:00 AM,Atlantic Canada,Canada,77800
Road,03/01/2007 12:00:00 AM,Quebec,Canada,1100
Road,03/01/2007 12:00:00 AM,Ontario,Canada,3600
Road,03/01/2007 12:00:00 AM,Western Canada,Canada,300
Road,03/01/2007 12:00:00 AM,Maine (by road only),United States,500
Road,03/01/2007 12:00:00 AM,Other New England,United States,600
Road,03/01/2007 12:00:00 AM,Middle Atlantic,United States,400
Road,03/01/2007 12:00:00 AM,East North Central,United States,100
Road,03/01/2007 12:00:00 AM,West North Central,United States,0
Road,03/01/2007 12:00:00 AM,South Atlantic,United States,200
Road,03/01/2007 12:00:00 AM,East South Central,United States,0
Road,03/01/2007 12:00:00 AM,West South Central,United States,0
Road,03/01/2007 12:00:00 AM,Mountain,United States,0
Road,03/01/2007 12:00:00 AM,Pacific,United States,0
Road,03/01/2007 12:00:00 AM,Overseas,Overseas,0
Air,04/01/2007 12:00:00 AM,Atlantic Canada,Canada,8000
Air,04/01/2007 12:00:00 AM,Quebec,Canada,3600
Air,04/01/2007 12:00:00 AM,Ontario,Canada,17700
Air,04/01/2007 12:00:00 AM,Western Canada,Canada,8900
Air,04/01/2007 12:00:00 AM,New England (inc Maine),United States,700
Air,04/01/2007 12:00:00 AM,Middle Atlantic,United States,800
Air,04/01/2007 12:00:00 AM,East North Central,United States,500
Air,04/01/2007 12:00:00 AM,West North Central,United States,200
Air,04/01/2007 12:00:00 AM,South Atlantic,United States,1200
Air,04/01/2007 12:00:00 AM,East South Central,United States,200
Air,04/01/2007 12:00:00 AM,West South Central,United States,400
Air,04/01/2007 12:00:00 AM,Mountain,United States,300
Air,04/01/2007 12:00:00 AM,Pacific,United States,500
Air,04/01/2007 12:00:00 AM,United Kingdom,Overseas,1300
Air,04/01/2007 12:00:00 AM,Germany,Overseas,300
Air,04/01/2007 12:00:00 AM,Other Europe,Overseas,600
Air,04/01/2007 12:00:00 AM,Other Overseas,Overseas,600
Road,04/01/2007 12:00:00 AM,Atlantic Canada,Canada,75300
Road,04/01/2007 12:00:00 AM,Quebec,Canada,1400
Road,04/01/2007 12:00:00 AM,Ontario,Canada,5600
Road,04/01/2007 12:00:00 AM,Western Canada,Canada,500
Road,04/01/2007 12:00:00 AM,Maine (by road only),United States,800
Road,04/01/2007 12:00:00 AM,Other New England,United States,1000
Road,04/01/2007 12:00:00 AM,Middle Atlantic,United States,500
Road,04/01/2007 12:00:00 AM,East North Central,United States,100
Road,04/01/2007 12:00:00 AM,West North Central,United States,0
Road,04/01/2007 12:00:00 AM,South Atlantic,United States,400
Road,04/01/2007 12:00:00 AM,East South Central,United States,0
Road,04/01/2007 12:00:00 AM,West South Central,United States,0
Road,04/01/2007 12:00:00 AM,Mountain,United States,100
Road,04/01/2007 12:00:00 AM,Pacific,United States,0
Road,04/01/2007 12:00:00 AM,Overseas,Overseas,0
Air,05/01/2007 12:00:00 AM,Atlantic Canada,Canada,7400
Air,05/01/2007 12:00:00 AM,Quebec,Canada,3000
Air,05/01/2007 12:00:00 AM,Ontario,Canada,19500
Air,05/01/2007 12:00:00 AM,Western Canada,Canada,9800
Air,05/01/2007 12:00:00 AM,New England (inc Maine),United States,800
Air,05/01/2007 12:00:00 AM,Middle Atlantic,United States,1300
Air,05/01/2007 12:00:00 AM,East North Central,United States,700
Air,05/01/2007 12:00:00 AM,West North Central,United States,200
Air,05/01/2007 12:00:00 AM,South Atlantic,United States,1300
Air,05/01/2007 12:00:00 AM,East South Central,United States,100
Air,05/01/2007 12:00:00 AM,West South Central,United States,300
Air,05/01/2007 12:00:00 AM,Mountain,United States,200
Air,05/01/2007 12:00:00 AM,Pacific,United States,600
Air,05/01/2007 12:00:00 AM,United Kingdom,Overseas,1500
Air,05/01/2007 12:00:00 AM,Germany,Overseas,300
Air,05/01/2007 12:00:00 AM,Other Europe,Overseas,900
Air,05/01/2007 12:00:00 AM,Other Overseas,Overseas,1800
Road,05/01/2007 12:00:00 AM,Atlantic Canada,Canada,92600
Road,05/01/2007 12:00:00 AM,Quebec,Canada,2400
Road,05/01/2007 12:00:00 AM,Ontario,Canada,11500
Road,05/01/2007 12:00:00 AM,Western Canada,Canada,1400
Road,05/01/2007 12:00:00 AM,Maine (by road only),United States,1000
Road,05/01/2007 12:00:00 AM,Other New England,United States,1600
Road,05/01/2007 12:00:00 AM,Middle Atlantic,United States,1000
Road,05/01/2007 12:00:00 AM,East North Central,United States,300
Road,05/01/2007 12:00:00 AM,West North Central,United States,100
Road,05/01/2007 12:00:00 AM,South Atlantic,United States,1100
Road,05/01/2007 12:00:00 AM,East South Central,United States,0
Road,05/01/2007 12:00:00 AM,West South Central,United States,100
Road,05/01/2007 12:00:00 AM,Mountain,United States,100
Road,05/01/2007 12:00:00 AM,Pacific,United States,200
Road,05/01/2007 12:00:00 AM,Overseas,Overseas,0
Air,06/01/2007 12:00:00 AM,Atlantic Canada,Canada,6900
Air,06/01/2007 12:00:00 AM,Quebec,Canada,3800
Air,06/01/2007 12:00:00 AM,Ontario,Canada,18100
Air,06/01/2007 12:00:00 AM,Western Canada,Canada,11100
Air,06/01/2007 12:00:00 AM,New England (inc Maine),United States,1200
Air,06/01/2007 12:00:00 AM,Middle Atlantic,United States,1800
Air,06/01/2007 12:00:00 AM,East North Central,United States,800
Air,06/01/2007 12:00:00 AM,West North Central,United States,300
Air,06/01/2007 12:00:00 AM,South Atlantic,United States,2100
Air,06/01/2007 12:00:00 AM,East South Central,United States,100
Air,06/01/2007 12:00:00 AM,West South Central,United States,600
Air,06/01/2007 12:00:00 AM,Mountain,United States,400
Air,06/01/2007 12:00:00 AM,Pacific,United States,800
Air,06/01/2007 12:00:00 AM,United Kingdom,Overseas,2800
Air,06/01/2007 12:00:00 AM,Germany,Overseas,1000
Air,06/01/2007 12:00:00 AM,Other Europe,Overseas,1500
Air,06/01/2007 12:00:00 AM,Other Overseas,Overseas,1500
Road,06/01/2007 12:00:00 AM,Atlantic Canada,Canada,100200
Road,06/01/2007 12:00:00 AM,Quebec,Canada,5400
Road,06/01/2007 12:00:00 AM,Ontario,Canada,20100
Road,06/01/2007 12:00:00 AM,Western Canada,Canada,2000
Road,06/01/2007 12:00:00 AM,Maine (by road only),United States,2300
Road,06/01/2007 12:00:00 AM,Other New England,United States,5300
Road,06/01/2007 12:00:00 AM,Middle Atlantic,United States,3300
Road,06/01/2007 12:00:00 AM,East North Central,United States,1200
Road,06/01/2007 12:00:00 AM,West North Central,United States,500
Road,06/01/2007 12:00:00 AM,South Atlantic,United States,3200
Road,06/01/2007 12:00:00 AM,East South Central,United States,200
Road,06/01/2007 12:00:00 AM,West South Central,United States,600
Road,06/01/2007 12:00:00 AM,Mountain,United States,600
Road,06/01/2007 12:00:00 AM,Pacific,United States,600
Road,06/01/2007 12:00:00 AM,Overseas,Overseas,0
Air,07/01/2007 12:00:00 AM,Atlantic Canada,Canada,5400
Air,07/01/2007 12:00:00 AM,Quebec,Canada,3900
Air,07/01/2007 12:00:00 AM,Ontario,Canada,30200
Air,07/01/2007 12:00:00 AM,Western Canada,Canada,17000
Air,07/01/2007 12:00:00 AM,New England (inc Maine),United States,2700
Air,07/01/2007 12:00:00 AM,Middle Atlantic,United States,3100
Air,07/01/2007 12:00:00 AM,East North Central,United States,1600
Air,07/01/2007 12:00:00 AM,West North Central,United States,700
Air,07/01/2007 12:00:00 AM,South Atlantic,United States,4500
Air,07/01/2007 12:00:00 AM,East South Central,United States,800
Air,07/01/2007 12:00:00 AM,West South Central,United States,1000
Air,07/01/2007 12:00:00 AM,Mountain,United States,900
Air,07/01/2007 12:00:00 AM,Pacific,United States,1800
Air,07/01/2007 12:00:00 AM,United Kingdom,Overseas,3800
Air,07/01/2007 12:00:00 AM,Germany,Overseas,1300
Air,07/01/2007 12:00:00 AM,Other Europe,Overseas,2000
Air,07/01/2007 12:00:00 AM,Other Overseas,Overseas,2800
Road,07/01/2007 12:00:00 AM,Atlantic Canada,Canada,119800
Road,07/01/2007 12:00:00 AM,Quebec,Canada,17200
Road,07/01/2007 12:00:00 AM,Ontario,Canada,57400
Road,07/01/2007 12:00:00 AM,Western Canada,Canada,3400
Road,07/01/2007 12:00:00 AM,Maine (by road only),United States,3500
Road,07/01/2007 12:00:00 AM,Other New England,United States,10400
Road,10/01/2007 12:00:00 AM,Ontario,Canada,12100
Road,07/01/2007 12:00:00 AM,Middle Atlantic,United States,6900
Road,07/01/2007 12:00:00 AM,East North Central,United States,2200
Road,07/01/2007 12:00:00 AM,West North Central,United States,700
Road,07/01/2007 12:00:00 AM,South Atlantic,United States,5300
Road,07/01/2007 12:00:00 AM,East South Central,United States,500
Road,07/01/2007 12:00:00 AM,West South Central,United States,1000
Road,07/01/2007 12:00:00 AM,Mountain,United States,700
Road,07/01/2007 12:00:00 AM,Pacific,United States,1200
Road,07/01/2007 12:00:00 AM,Overseas,Overseas,0
Air,08/01/2007 12:00:00 AM,Atlantic Canada,Canada,5700
Air,08/01/2007 12:00:00 AM,Quebec,Canada,5700
Air,08/01/2007 12:00:00 AM,Ontario,Canada,34400
Air,08/01/2007 12:00:00 AM,Western Canada,Canada,22600
Air,08/01/2007 12:00:00 AM,New England (inc Maine),United States,2600
Air,08/01/2007 12:00:00 AM,Middle Atlantic,United States,3800
Air,08/01/2007 12:00:00 AM,East North Central,United States,2000
Air,08/01/2007 12:00:00 AM,West North Central,United States,500
Air,08/01/2007 12:00:00 AM,South Atlantic,United States,4700
Air,08/01/2007 12:00:00 AM,East South Central,United States,600
Air,08/01/2007 12:00:00 AM,West South Central,United States,1200
Air,08/01/2007 12:00:00 AM,Mountain,United States,1100
Air,08/01/2007 12:00:00 AM,Pacific,United States,2600
Air,08/01/2007 12:00:00 AM,United Kingdom,Overseas,3100
Air,08/01/2007 12:00:00 AM,Germany,Overseas,2500
Air,08/01/2007 12:00:00 AM,Other Europe,Overseas,2800
Air,08/01/2007 12:00:00 AM,Other Overseas,Overseas,3900
Road,08/01/2007 12:00:00 AM,Atlantic Canada,Canada,126200
Road,08/01/2007 12:00:00 AM,Quebec,Canada,15800
Road,08/01/2007 12:00:00 AM,Ontario,Canada,56900
Road,08/01/2007 12:00:00 AM,Western Canada,Canada,3000
Road,08/01/2007 12:00:00 AM,Maine (by road only),United States,3500
Road,08/01/2007 12:00:00 AM,Other New England,United States,11500
Road,08/01/2007 12:00:00 AM,Middle Atlantic,United States,6900
Road,08/01/2007 12:00:00 AM,East North Central,United States,2200
Road,08/01/2007 12:00:00 AM,West North Central,United States,700
Road,08/01/2007 12:00:00 AM,South Atlantic,United States,4700
Road,08/01/2007 12:00:00 AM,East South Central,United States,300
Road,08/01/2007 12:00:00 AM,West South Central,United States,800
Road,08/01/2007 12:00:00 AM,Mountain,United States,600
Road,08/01/2007 12:00:00 AM,Pacific,United States,900
Road,08/01/2007 12:00:00 AM,Overseas,Overseas,0
Air,09/01/2007 12:00:00 AM,Atlantic Canada,Canada,6700
Air,09/01/2007 12:00:00 AM,Quebec,Canada,3500
Air,09/01/2007 12:00:00 AM,Ontario,Canada,24700
Air,09/01/2007 12:00:00 AM,Western Canada,Canada,16600
Air,09/01/2007 12:00:00 AM,New England (inc Maine),United States,1300
Air,09/01/2007 12:00:00 AM,Middle Atlantic,United States,2100
Air,09/01/2007 12:00:00 AM,East North Central,United States,1200
Air,09/01/2007 12:00:00 AM,West North Central,United States,500
Air,09/01/2007 12:00:00 AM,South Atlantic,United States,2300
Air,09/01/2007 12:00:00 AM,East South Central,United States,400
Air,09/01/2007 12:00:00 AM,West South Central,United States,800
Air,09/01/2007 12:00:00 AM,Mountain,United States,500
Air,09/01/2007 12:00:00 AM,Pacific,United States,1500
Air,09/01/2007 12:00:00 AM,United Kingdom,Overseas,4700
Air,09/01/2007 12:00:00 AM,Germany,Overseas,2000
Air,09/01/2007 12:00:00 AM,Other Europe,Overseas,2400
Air,09/01/2007 12:00:00 AM,Other Overseas,Overseas,3000
Road,09/01/2007 12:00:00 AM,Atlantic Canada,Canada,100700
Road,09/01/2007 12:00:00 AM,Quebec,Canada,5800
Road,09/01/2007 12:00:00 AM,Ontario,Canada,24300
Road,09/01/2007 12:00:00 AM,Western Canada,Canada,3200
Road,09/01/2007 12:00:00 AM,Maine (by road only),United States,2300
Road,09/01/2007 12:00:00 AM,Other New England,United States,6600
Road,09/01/2007 12:00:00 AM,Middle Atlantic,United States,4800
Road,09/01/2007 12:00:00 AM,East North Central,United States,1800
Road,09/01/2007 12:00:00 AM,West North Central,United States,600
Road,09/01/2007 12:00:00 AM,South Atlantic,United States,3400
Road,09/01/2007 12:00:00 AM,East South Central,United States,400
Road,09/01/2007 12:00:00 AM,West South Central,United States,600
Road,09/01/2007 12:00:00 AM,Mountain,United States,600
Road,09/01/2007 12:00:00 AM,Pacific,United States,900
Road,09/01/2007 12:00:00 AM,Overseas,Overseas,0
Air,10/01/2007 12:00:00 AM,Atlantic Canada,Canada,7700
Air,10/01/2007 12:00:00 AM,Quebec,Canada,3200
Air,10/01/2007 12:00:00 AM,Ontario,Canada,23000
Air,10/01/2007 12:00:00 AM,Western Canada,Canada,17200
Air,10/01/2007 12:00:00 AM,New England (inc Maine),United States,1500
Air,10/01/2007 12:00:00 AM,Middle Atlantic,United States,1600
Air,10/01/2007 12:00:00 AM,East North Central,United States,1200
Air,10/01/2007 12:00:00 AM,West North Central,United States,500
Air,10/01/2007 12:00:00 AM,South Atlantic,United States,2100
Air,10/01/2007 12:00:00 AM,East South Central,United States,300
Air,10/01/2007 12:00:00 AM,West South Central,United States,700
Air,10/01/2007 12:00:00 AM,Mountain,United States,700
Air,10/01/2007 12:00:00 AM,Pacific,United States,1700
Air,10/01/2007 12:00:00 AM,United Kingdom,Overseas,3300
Air,10/01/2007 12:00:00 AM,Germany,Overseas,1300
Air,10/01/2007 12:00:00 AM,Other Europe,Overseas,2100
Air,10/01/2007 12:00:00 AM,Other Overseas,Overseas,1900
Road,10/01/2007 12:00:00 AM,Atlantic Canada,Canada,99200
Road,10/01/2007 12:00:00 AM,Quebec,Canada,3300
Road,10/01/2007 12:00:00 AM,Western Canada,Canada,1600
Road,10/01/2007 12:00:00 AM,Maine (by road only),United States,1500
Road,10/01/2007 12:00:00 AM,Other New England,United States,2900
Road,10/01/2007 12:00:00 AM,Middle Atlantic,United States,1700
Road,10/01/2007 12:00:00 AM,East North Central,United States,900
Road,10/01/2007 12:00:00 AM,West North Central,United States,400
Road,10/01/2007 12:00:00 AM,South Atlantic,United States,1300
Road,10/01/2007 12:00:00 AM,East South Central,United States,300
Road,10/01/2007 12:00:00 AM,West South Central,United States,200
Road,10/01/2007 12:00:00 AM,Mountain,United States,200
Road,10/01/2007 12:00:00 AM,Pacific,United States,400
Road,10/01/2007 12:00:00 AM,Overseas,Overseas,0
Air,11/01/2007 12:00:00 AM,Atlantic Canada,Canada,6400
Air,11/01/2007 12:00:00 AM,Quebec,Canada,2900
Air,11/01/2007 12:00:00 AM,Ontario,Canada,15700
Air,11/01/2007 12:00:00 AM,Western Canada,Canada,6400
Air,11/01/2007 12:00:00 AM,New England (inc Maine),United States,900
Air,11/01/2007 12:00:00 AM,Middle Atlantic,United States,900
Air,11/01/2007 12:00:00 AM,East North Central,United States,500
Air,11/01/2007 12:00:00 AM,West North Central,United States,100
Air,11/01/2007 12:00:00 AM,South Atlantic,United States,900
Air,11/01/2007 12:00:00 AM,East South Central,United States,100
Air,11/01/2007 12:00:00 AM,West South Central,United States,300
Air,11/01/2007 12:00:00 AM,Mountain,United States,200
Air,11/01/2007 12:00:00 AM,Pacific,United States,300
Air,11/01/2007 12:00:00 AM,United Kingdom,Overseas,800
Air,11/01/2007 12:00:00 AM,Germany,Overseas,400
Air,11/01/2007 12:00:00 AM,Other Europe,Overseas,900
Air,11/01/2007 12:00:00 AM,Other Overseas,Overseas,1400
Road,11/01/2007 12:00:00 AM,Atlantic Canada,Canada,80200
Road,11/01/2007 12:00:00 AM,Quebec,Canada,1600
Road,11/01/2007 12:00:00 AM,Ontario,Canada,4600
Road,11/01/2007 12:00:00 AM,Western Canada,Canada,600
Road,11/01/2007 12:00:00 AM,Maine (by road only),United States,600
Road,11/01/2007 12:00:00 AM,Other New England,United States,900
Road,11/01/2007 12:00:00 AM,Middle Atlantic,United States,300
Road,11/01/2007 12:00:00 AM,East North Central,United States,200
Road,11/01/2007 12:00:00 AM,West North Central,United States,0
Road,11/01/2007 12:00:00 AM,South Atlantic,United States,200
Road,11/01/2007 12:00:00 AM,East South Central,United States,0
Road,11/01/2007 12:00:00 AM,West South Central,United States,100
Road,11/01/2007 12:00:00 AM,Mountain,United States,100
Road,11/01/2007 12:00:00 AM,Pacific,United States,100
Road,11/01/2007 12:00:00 AM,Overseas,Overseas,0
Air,12/01/2007 12:00:00 AM,Atlantic Canada,Canada,6200
Air,12/01/2007 12:00:00 AM,Quebec,Canada,3100
Air,12/01/2007 12:00:00 AM,Ontario,Canada,12700
Air,12/01/2007 12:00:00 AM,Western Canada,Canada,6400
Air,12/01/2007 12:00:00 AM,New England (inc Maine),United States,800
Air,12/01/2007 12:00:00 AM,Middle Atlantic,United States,800
Air,12/01/2007 12:00:00 AM,East North Central,United States,200
Air,12/01/2007 12:00:00 AM,West North Central,United States,200
Air,12/01/2007 12:00:00 AM,South Atlantic,United States,900
Air,12/01/2007 12:00:00 AM,East South Central,United States,100
Air,12/01/2007 12:00:00 AM,West South Central,United States,200
Air,12/01/2007 12:00:00 AM,Mountain,United States,300
Air,12/01/2007 12:00:00 AM,Pacific,United States,500
Air,12/01/2007 12:00:00 AM,United Kingdom,Overseas,1200
Air,12/01/2007 12:00:00 AM,Germany,Overseas,200
Air,12/01/2007 12:00:00 AM,Other Europe,Overseas,600
Air,12/01/2007 12:00:00 AM,Other Overseas,Overseas,1000
Road,12/01/2007 12:00:00 AM,Atlantic Canada,Canada,67000
Road,12/01/2007 12:00:00 AM,Quebec,Canada,800
Road,12/01/2007 12:00:00 AM,Ontario,Canada,3600
Road,12/01/2007 12:00:00 AM,Western Canada,Canada,200
Road,12/01/2007 12:00:00 AM,Maine (by road only),United States,400
Road,12/01/2007 12:00:00 AM,Other New England,United States,500
Road,12/01/2007 12:00:00 AM,Middle Atlantic,United States,100
Road,12/01/2007 12:00:00 AM,East North Central,United States,100
Road,12/01/2007 12:00:00 AM,West North Central,United States,0
Road,12/01/2007 12:00:00 AM,South Atlantic,United States,100
Road,12/01/2007 12:00:00 AM,East South Central,United States,0
Road,12/01/2007 12:00:00 AM,West South Central,United States,0
Road,12/01/2007 12:00:00 AM,Mountain,United States,0
Road,12/01/2007 12:00:00 AM,Pacific,United States,0
Road,12/01/2007 12:00:00 AM,Overseas,Overseas,0
Air,01/01/2008 12:00:00 AM,Atlantic Canada,Canada,8100
Air,01/01/2008 12:00:00 AM,Quebec,Canada,2800
Air,01/01/2008 12:00:00 AM,Ontario,Canada,13900
Air,01/01/2008 12:00:00 AM,Western Canada,Canada,10300
Air,01/01/2008 12:00:00 AM,New England (inc Maine),United States,1000
Air,01/01/2008 12:00:00 AM,Middle Atlantic,United States,600
Air,01/01/2008 12:00:00 AM,East North Central,United States,200
Air,01/01/2008 12:00:00 AM,West North Central,United States,100
Air,01/01/2008 12:00:00 AM,South Atlantic,United States,600
Air,01/01/2008 12:00:00 AM,East South Central,United States,100
